venta_id,cliente_id,producto_id,fecha_venta,cantidad,precio_unitario,monto_total
1744,147,48,2025-12-07,2,37.87,75.74
1745,31,47,2026-02-25,6,256.4,1538.4
1746,173,31,2026-05-19,9,216.72,1950.48
1747,46,16,2026-07-02,1,122.18,122.18
1748,133,25,2026-05-05,4,238.84,955.36
1749,103,16,2026-07-13,1,122.18,122.18
1750,120,14,2026-09-07,2,298.34,596.68
1751,199,45,2025-11-06,5,376.51,1882.55
1752,84,38,2026-08-27,5,452.2,2261.0
1753,142,3,2026-07-02,2,409.85,819.7
1754,3,26,2026-07-07,8,339.95,2719.6
1755,52,15,2025-11-30,6,44.79,268.74
1756,145,32,2026-09-06,5,236.69,1183.45
1757,190,28,2025-12-22,5,402.29,2011.45
1758,63,32,2026-03-04,10,236.69,2366.9
1759,95,2,2025-10-16,8,51.97,415.76
1760,127,49,2025-11-17,10,427.16,4271.6
1761,188,11,2026-02-22,4,69.29,277.16
1762,195,47,2026-09-14,9,256.4,2307.6
1763,39,47,2026-07-27,4,256.4,1025.6
1764,105,34,2026-08-12,1,34.79,34.79
1765,60,8,2026-08-17,1,359.34,359.34
1766,89,15,2025-12-10,9,44.79,403.11
1767,86,36,2025-11-19,1,91.49,91.49
1768,195,42,2026-03-31,1,85.85,85.85
1769,189,22,2026-02-27,7,405.67,2839.69
1770,27,9,2026-06-22,5,497.62,2488.1
1771,136,29,2026-03-11,4,131.84,527.36
1772,108,16,2026-04-14,4,122.18,488.72
1773,16,17,2026-08-21,8,431.22,3449.76
1774,183,22,2025-11-05,3,405.67,1217.01
1775,24,41,2026-05-03,5,149.77,748.85
1776,60,26,2026-03-23,1,339.95,339.95
1777,106,38,2025-12-18,9,452.2,4069.8
1778,118,2,2026-07-15,6,51.97,311.82
1779,149,27,2026-07-02,2,39.7,79.4
1780,130,26,2026-09-09,2,339.95,679.9
1781,164,45,2025-10-14,3,376.51,1129.53
1782,20,37,2026-04-12,7,-25.0,-175.0
1783,146,11,2025-12-12,10,69.29,692.9
1784,112,3,2025-12-21,1,409.85,409.85
1785,61,50,2026-09-01,3,301.57,904.71
1786,67,36,2026-02-08,5,91.49,457.45
1787,101,3,2025-10-18,6,409.85,2459.1
1788,82,6,2026-07-03,6,139.88,839.28
1789,70,30,2026-01-19,8,272.78,2182.24
1790,20,18,2025-11-11,4,261.94,1047.76
1791,35,41,2026-05-03,4,149.77,599.08
1792,28,12,2026-01-20,10,41.37,413.7
1793,28,15,2025-11-06,3,44.79,134.37
1794,116,30,2025-11-05,3,272.78,818.34
1795,81,45,2026-05-22,8,376.51,3012.08
1796,31,35,2026-08-06,7,484.81,3393.67
1797,92,37,2026-09-09,9,-25.0,-225.0
1798,116,46,2026-02-06,4,34.57,138.28
1799,119,37,2026-03-06,5,-25.0,-125.0
1800,31,18,2026-03-13,5,261.94,1309.7
1801,41,22,2026-06-19,2,405.67,811.34
1802,181,32,2026-08-01,5,236.69,1183.45
1803,9999,29,2026-09-06,10,131.84,1318.4
1804,84,15,2025-12-24,4,44.79,179.16
1805,24,41,2026-02-27,3,149.77,449.31
1806,92,28,2026-08-19,4,402.29,1609.16
1807,132,5,2025-10-06,7,473.96,3317.72
1808,174,3,2026-06-08,1,409.85,409.85
1809,67,5,2026-04-09,5,473.96,2369.8
1810,8,34,2025-11-21,3,34.79,104.37
1811,116,11,2026-01-20,7,69.29,485.03
1812,192,29,2026-09-08,9,131.84,1186.56
1813,64,25,2026-04-23,9,238.84,2149.56
1814,119,28,2025-11-01,2,402.29,804.58
1815,36,40,2026-05-13,2,139.95,279.9
1816,4,47,2026-08-24,2,256.4,512.8
1817,200,21,2026-01-07,1,129.07,129.07
1818,34,28,2026-06-04,4,402.29,1609.16
1819,103,30,2025-11-30,4,272.78,1091.12
1820,176,8,2026-04-25,6,359.34,2156.04
1821,150,47,2026-04-19,2,256.4,512.8
1822,67,41,2025-11-13,10,149.77,1497.7
1823,6,41,2026-02-27,2,149.77,299.54
1824,51,37,2025-11-15,2,-25.0,-50.0
1825,33,14,2026-08-03,8,298.34,2386.72
1826,85,48,2025-12-12,2,37.87,75.74
1827,11,10,2025-11-21,2,224.67,449.34
1828,13,23,2025-11-08,8,56.22,449.76
1829,147,33,2025-10-29,3,227.13,681.39
1830,186,24,2026-08-15,7,183.61,1285.27
1831,128,38,2026-05-03,7,452.2,3165.4
1832,98,26,2025-11-07,1,339.95,339.95
1833,45,40,2026-05-04,7,139.95,979.65
1834,55,33,2026-05-22,6,227.13,1362.78
1835,71,12,2026-02-04,3,41.37,124.11
1836,115,6,2026-08-02,5,139.88,699.4
1837,9,27,2025-12-19,3,39.7,119.1
1838,159,23,2026-04-15,10,56.22,562.2
1839,63,21,2026-08-29,10,129.07,1290.7
1840,128,34,2026-05-20,5,34.79,173.95
1841,141,27,2025-12-13,7,39.7,277.9
1842,16,40,2025-10-22,8,139.95,1119.6
1843,72,20,2026-05-02,2,274.22,548.44
1844,36,21,2026-03-15,7,129.07,903.49
1845,52,9,2025-10-31,7,497.62,3483.34
1846,64,34,2026-07-23,9,34.79,313.11
1847,5,17,2026-04-25,9,431.22,3880.98
1848,183,7,2026-07-24,7,482.54,3377.78
1849,123,23,2025-09-21,6,56.22,337.32
1850,125,36,2025-11-05,9,91.49,823.41
1851,145,11,2026-03-15,6,69.29,415.74
1852,83,30,2026-03-16,9,272.78,2455.02
1853,70,21,2025-12-21,7,129.07,903.49
1854,7,30,2026-03-09,3,272.78,818.34
1855,153,38,2026-02-23,6,452.2,2713.2
1856,8,50,2026-03-17,4,301.57,1206.28
1857,15,36,2026-02-25,5,91.49,457.45
1858,136,49,2025-10-22,8,427.16,3417.28
1859,197,19,2026-05-27,6,337.8,2026.8
1860,60,35,2026-04-10,10,484.81,4848.1
1861,26,28,2025-10-27,3,402.29,1206.87
1862,169,1,2026-05-14,4,128.03,512.12
1863,69,4,2025-11-03,4,72.91,291.64
1864,189,38,2025-12-05,9,452.2,4069.8
1865,196,37,2026-01-26,1,-25.0,-25.0
1866,148,1,2025-10-28,4,128.03,512.12
1867,91,37,2025-12-19,7,-25.0,-175.0
1868,46,40,2025-11-24,3,139.95,419.85
1869,152,16,2026-08-28,4,122.18,488.72
1870,189,28,2025-09-26,6,402.29,2413.74
1871,152,24,2026-07-24,6,183.61,1101.66
1872,181,6,2025-10-05,1,139.88,139.88
1873,146,36,2026-05-28,6,91.49,548.94
1874,37,23,2026-02-06,10,56.22,562.2
1875,49,28,2026-03-13,10,402.29,4022.9
1876,139,15,2026-07-14,8,44.79,358.32
1877,45,12,2026-04-22,5,41.37,206.85
1878,10,8,2026-02-06,8,359.34,2874.72
1879,15,21,2026-06-22,2,129.07,258.14
1880,155,37,2026-03-20,4,-25.0,-100.0
1881,6,6,2026-07-22,4,139.88,559.52
1882,123,48,2026-01-25,9,37.87,340.83
1883,85,35,2026-05-30,1,484.81,484.81
1884,52,22,2026-06-12,10,405.67,4056.7
1885,88,22,2026-06-24,3,405.67,1217.01
1886,83,11,2026-08-31,3,69.29,207.87
1887,6,48,2026-02-01,1,37.87,37.87
1888,151,13,2026-01-03,3,298.27,894.81
1889,199,22,2026-09-11,3,405.67,1217.01
1890,135,3,2026-02-13,2,409.85,819.7
1891,19,33,2025-12-11,6,227.13,1362.78
1892,181,3,2025-09-26,6,409.85,2459.1
1893,151,24,2025-12-05,7,183.61,1285.27
1894,87,9,2026-06-27,-1,497.62,995.24
1895,83,33,2026-09-01,5,227.13,1135.65
1896,41,50,2026-05-24,3,301.57,904.71
1897,164,34,2026-05-16,7,34.79,243.53
1898,167,41,2026-03-14,8,149.77,1198.16
1899,45,16,2026-09-07,6,122.18,733.08
1900,178,6,2025-12-25,9,139.88,1258.92
1901,92,20,2026-06-03,10,274.22,2742.2
1902,171,43,2026-07-31,4,116.67,466.68
1903,45,39,2026-02-27,10,195.7,1957.0
1904,79,43,2025-12-28,7,116.67,816.69
1905,33,14,2026-03-16,5,298.34,1491.7
1906,187,21,2025-12-05,3,129.07,387.21
1907,180,35,2025-10-14,1,484.81,484.81
1908,101,26,2025-10-10,10,339.95,3399.5
1909,9,4,2026-03-30,10,72.91,729.1
1910,155,16,2026-04-05,3,122.18,366.54
1911,157,24,2025-12-27,6,183.61,1101.66
1912,164,15,2025-11-14,4,44.79,179.16
1913,27,9,2026-02-13,10,497.62,4976.2
1914,37,49,2026-08-10,8,427.16,3417.28
1915,191,23,2026-08-17,6,56.22,337.32
1916,61,23,2026-08-08,2,56.22,112.44
1917,82,17,2025-11-12,6,431.22,2587.32
1918,163,18,2026-02-24,3,261.94,785.82
1919,182,12,2026-05-11,2,41.37,82.74
1920,115,17,2026-03-12,6,431.22,2587.32
1921,68,27,2026-08-04,1,39.7,39.7
1922,64,20,2026-01-08,4,274.22,1096.88
1923,90,47,2025-09-15,2,256.4,512.8
1924,28,27,2026-01-05,5,39.7,198.5
1925,13,10,2026-07-20,1,224.67,224.67
1926,113,20,2026-02-04,7,274.22,1919.54
1927,43,22,2026-01-06,7,405.67,2839.69
1928,127,49,2025-10-30,7,427.16,2990.12
1929,90,42,2025-12-19,7,85.85,600.95
1930,97,48,2026-01-15,9,37.87,340.83
1931,123,6,2026-01-09,2,139.88,279.76
1932,167,38,2026-03-07,10,452.2,4522.0
1933,42,3,2026-03-17,4,409.85,1639.4
1934,19,13,2026-04-27,8,298.27,2386.16
1935,76,9,2026-03-09,1,497.62,497.62
1936,82,15,2026-05-08,1,44.79,44.79
1937,27,12,2026-07-01,5,41.37,206.85
1938,88,40,2026-05-28,2,139.95,279.9
1939,97,7,2025-12-18,3,482.54,1447.62
1940,188,22,2026-01-09,3,405.67,1217.01
1941,141,26,2026-06-04,2,339.95,679.9
1942,87,2,2026-04-02,2,51.97,103.94
1943,158,10,2026-02-09,10,224.67,2246.7
1944,181,12,2026-06-02,8,41.37,330.96
1945,111,14,2026-07-15,1,298.34,298.34
1946,156,29,2026-02-24,3,131.84,395.52
1947,41,28,2026-07-07,7,402.29,2816.03
1948,26,10,2026-08-18,1,224.67,224.67
1949,53,40,2025-11-12,6,139.95,839.7
1950,105,34,2026-02-03,4,34.79,139.16
1951,185,10,2025-11-09,9,224.67,2022.03
1952,68,41,2026-02-02,9,149.77,1347.93
1953,77,3,2025-09-28,5,409.85,2049.25
1954,25,24,2026-09-01,4,183.61,734.44
1955,101,25,2025-12-01,1,238.84,238.84
1956,141,32,2025-11-04,10,236.69,2366.9
1957,40,44,2026-08-03,8,293.8,2350.4
1958,93,15,2026-04-16,1,44.79,44.79
1959,110,47,2025-12-25,1,256.4,256.4
1960,76,7,2026-02-21,2,482.54,965.08
1961,123,4,2026-06-10,10,72.91,729.1
1962,25,5,2026-03-16,4,473.96,1895.84
1963,53,10,2026-02-09,1,224.67,224.67
1964,164,36,2026-07-02,3,91.49,274.47
1965,21,45,2026-04-03,5,376.51,1882.55
1966,30,26,2025-09-22,8,339.95,2719.6
1967,102,46,2026-05-22,5,34.57,172.85
1968,126,44,2026-09-09,8,293.8,2350.4
1969,24,37,2025-12-26,5,-25.0,-125.0
1970,100,48,2026-07-07,9,37.87,340.83
1971,95,46,2026-05-07,3,34.57,103.71
1972,95,27,2025-09-18,7,39.7,277.9
1973,115,50,2026-08-02,3,301.57,904.71
1974,68,45,2025-11-28,1,376.51,376.51
1975,120,13,2026-03-28,8,298.27,2386.16
1976,58,10,2026-01-14,5,224.67,1123.35
1977,145,4,2025-09-14,5,72.91,364.55
1978,39,45,2026-05-02,1,376.51,376.51
1979,22,4,2026-04-12,2,72.91,145.82
1980,139,14,2025-11-08,6,298.34,1790.04
1981,194,25,2026-08-22,7,238.84,1671.88
1982,59,33,2026-04-14,10,227.13,2271.3
1983,16,49,2026-08-26,9,427.16,3844.44
1984,134,25,2026-05-23,7,238.84,1671.88
1985,138,8,2025-12-25,7,359.34,2515.38
1986,147,20,2026-04-10,8,274.22,2193.76
1987,122,26,2025-12-07,4,339.95,1359.8
1988,21,13,2025-12-26,5,298.27,1491.35
1989,183,40,2026-05-04,7,139.95,979.65
1990,129,40,2026-08-23,1,139.95,139.95
1991,133,38,2025-12-07,10,452.2,4522.0
1992,174,46,2026-07-22,10,34.57,345.7
1993,38,37,2025-10-09,10,-25.0,-250.0
1994,194,47,2026-03-18,2,256.4,512.8
1995,45,29,2026-04-27,8,131.84,1054.72
1996,55,11,2025-10-22,3,69.29,207.87
1997,33,25,2026-08-27,4,238.84,955.36
1998,109,40,2026-06-16,1,139.95,139.95
1999,175,37,2026-03-19,2,-25.0,-50.0
2000,52,4,2025-10-15,7,72.91,510.37
52,94,27,2025-12-10,5,39.7,198.5
1328,46,5,2026-03-15,7,473.96,3317.72
1489,182,4,2026-02-27,1,72.91,72.91
1433,46,14,2025-10-29,6,298.34,1790.04
418,181,5,2026-05-08,8,473.96,3791.68
270,180,39,2026-05-03,6,195.7,1174.2
